"{Edwards,Ethan,Ethan Edwards,Moral Man,The Tiller,Virtue}","{Billy Tan,Reginald Hudlin}","Virtue (Ethan Edwards) is a fictional character, a superhero in the Marvel Comics universe.",,"https://upload.wikimedia.org/wikipedia/en/thumb/8/87/MKSM018.jpg/250px-MKSM018.jpg","Ethan Edwards","{}","{Energy projection,Flight,Healing powers,Invulnerability,Shapeshifting,Superhuman strength}",0,0,603,0,0,"{Ethan T. Edwards}","{Skrull}","Ethan Edwards","{Daily Bugle,Revengers}",,"https://en.wikipedia.org/wiki/Ethan_Edwards"
"{Everyman,Zeitgeist}","{J. M. DeMatteis,Mike Zeck}","Everyman (Larry Ekler) is a fictional character in the Marvel Universe.",,,"Everyman","{}","{Invisibility,Shapeshifting,Shield,The absorbascann,Use of sword}",0,0,438,0,0,"{Larry Ekler}","{}","Everyman","{Schutz Heiliggruppe,Secret Empire}",,"https://en.wikipedia.org/wiki/Everyman_(Marvel_Comics)"
"{Evilhawk}","{Danny Fingeroth,Mike Manley}","Evilhawk is a fictional character in the Marvel Universe.Evilhawk is a reptilian alien from the planet Luq with an android body.",,,"Evilhawk","{}","{}",0,0,185,0,0,"{Dargin Bokk}","{}","Evilhawk","{}",,"https://en.wikipedia.org/wiki/Evilhawk"
"{Hans Grubervelt,Skurge,The Evil One,The Executioner}","{Jack Kirby,Stan Lee}","The Executioner is a fictional character in the Marvel Comics Universe.",,"https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Skurge.png/250px-Skurge.png","Executioner","{}","{Durability,Extended lifespan,Stamina,Superhuman strength,Use of enchanted axe,Visual acuity}",0,0,1671,0,0,"{Skurge}","{}","Executioner","{Einherjar,Einherjar (warriors of Valhalla),Legion of the Unliving,Mandarin's Minions,Masters of Evil}",,"https://en.wikipedia.org/wiki/Executioner_(comics)"
"{Exodus,Paris Bennet}","{Joe Quesada,Scott Lobdell}","Exodus is a fictional comic book supervillain in the Marvel Comics universe.",,"http://i.annihil.us/u/prod/marvel/i/mg/e/20/52695589e1721/standard_xlarge.jpg","Exodus","{}","{Healing factor,Immortality,Telekinesis,Telepathy,Teleportation}",16,3,6099,11,21,"{Bennet du Paris}","{Mutant}","Exodus","{Acolytes,Brotherhood of Mutants,Crusaders,Crusades,Marauders,The 198}","http://marvel.com/characters/648/exodus","https://en.wikipedia.org/wiki/Exodus_(comics)"
"{Ezekiel,Ezekiel Sims,Zeke}","{J. Michael Straczynski,J. Michael StraczynskiJohn Romita, Jr.,John Romita, Jr.}","Ezekiel Sims was a fictional character appearing in American comic books published by Marvel Comics, usually as a supporting character in stories featuring Spider-Man.",,"http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c002f2268bd4/standard_xlarge.jpg","Ezekiel","{}","{Agility,Extrasensory perception,Reaction time,Resistance to injury,Speed,Stamina,Superhuman strength}",5,0,1557,3,3,"{Ezekiel Sims}","{}","Ezekiel","{The Spider Society}","http://marvel.com/characters/654/ezekiel","https://en.wikipedia.org/wiki/Ezekiel_(comics)"
"{Fabian Cortez}","{Chris Claremont,Jim Lee}","Fabian Cortez is a fictional character, a mutant comic book supervillain from the Marvel Comics universe and an adversary of the X-Men.",,"http://i.annihil.us/u/prod/marvel/i/mg/4/f0/4c0040603dda1/standard_xlarge.jpg","Fabian Cortez","{}","{}",0,0,1274,0,0,"{Fabian Cortez}","{Mutant}","Fabian Cortez","{Acolytes,Genosha,Genoshan,Upstarts}","http://marvel.com/characters/2695/fabian_cortez","https://en.wikipedia.org/wiki/Fabian_Cortez"
"{Fafnir}","{Jack Kirby,Stan Lee}","Fafnir is a fictional character that appears in comic books published by Marvel Comics.",,"https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Thorvs.Fafnir.jpg/260px-Thorvs.Fafnir.jpg","Fafnir","{}","{Durability,Fire breath,Illusion casting,Stamina,Superhuman strength}",0,0,607,0,0,"{}","{}","Fafnir","{}",,"https://en.wikipedia.org/wiki/Fafnir_(Marvel_Comics)"
"{Blackbird,Blackwing,Captain America,Falcon,Sam Wilson,Samuel Wilson,Snap' Wilson}","{Gene Colan,Stan Lee}","With a mental connection to all birds and a suit that gives him wings to fly, The Falcon has been both the partner to Captain America and an Avenger himself. Whether as a super hero or in his secret identity of social worker Sam Wilson, The Falcon dedicates his life to standing up for others.","http://i.annihil.us/u/prod/marvel/i/mg/c/70/537baa97aad94.gif","http://i.annihil.us/u/prod/marvel/i/mg/5/b0/537baa6b25323/standard_xlarge.jpg","Falcon","{Bucky,Captain America,Nomad,Redwing}","{Excellent bird trainer,Flight via wing harness,Gymnast,Skilled martial artist}",117,5,36090,56,116,"{Sam,Samuel Thomas Wilson}","{}","Falcon","{All-New Invaders,Avengers,Avengers Unity Squad,Defenders,Defenders for a Day,Heroes for Hire,Mighty Avengers,S.H.I.E.L.D,The Mighty Avengers,Uncanny Avengers}","http://marvel.com/characters/18/falcon","https://en.wikipedia.org/wiki/Falcon_(comics)"
"{Falcona}","{Gary Friedrich,Marie Severin}","Falcona is a fictional character appearing in American comic books published by Marvel Comics.",,,"Falcona","{}","{}",0,0,329,0,0,"{}","{Inhuman}","Falcona","{Inhuman,Inhumans}",,"https://en.wikipedia.org/wiki/Falcona"
"{Autumn Rolfson,Famine}","{Louise Simonson,Walt Simonson,Walter Simonson}","Famine (Autumn Rolfson) is a fictional character, a Mutant supervillain appearing in the Marvel Comics universe.",,"https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Xforce16_001.jpg/175px-Xforce16_001.jpg","Famine","{}","{}",0,0,4122,0,0,"{Autumn Rolfson}","{Mutant}","Famine","{Four Horsemen of Apocalypse,Horsemen of Apocalypse}",,"https://en.wikipedia.org/wiki/Famine_(comics)"
"{Fancy Dan}","{Stan Lee,Steve Ditko}","Fancy Dan is a fictional character in the Marvel Universe.",,,"Fancy Dan","{}","{}",0,0,615,0,0,"{Daniel Brito}","{}","Fancy Dan","{Enforcers}",,"https://en.wikipedia.org/wiki/Fancy_Dan"
"{Fandral,Fandral the Dashing}","{Jack Kirby,Stan Lee}","Fandral the Dashing is a fictional character appearing in American comic books published by Marvel Comics.",,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Warriors_three.jpg/250px-Warriors_three.jpg","Fandral","{}","{Agility,Durability,Extended lifespan,Master swordsman,Speed,Stamina,Superhuman strength}",0,0,5061,0,0,"{Fandral}","{Asgard}","Fandral","{Thor Corps,Warriors Three}",,"https://en.wikipedia.org/wiki/Fandral"
"{Fang}","{Chris Claremont,Dave Cockrum}","Fang is a fictional Marvel Comics extraterrestrial character who first appeared in Uncanny X-Men #107 in October 1977.",,"https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Fang_%28comics%29.jpg/150px-Fang_%28comics%29.jpg","Fang","{}","{}",0,0,262,0,0,"{}","{Lupak}","Fang","{Brood,Imperial Guard,Shi'ar Imperial Guard}",,"https://en.wikipedia.org/wiki/Fang_(comics)"
"{Fantomex,Jean-Phillipe,Weapon XIII}","{Grant Morrison,Igor Kordey}","Fantomex is a fictional superhero associated with the X-Men in titles published by Marvel Comics.",,"http://i.annihil.us/u/prod/marvel/i/mg/f/60/535ff35da5ccd/standard_xlarge.jpg","Fantomex","{}","{Acrobat,Auto-hypnosis,Auto-hypnosis;,Hand-to-hand combatant,Hand-to-hand combatant;,Illusion casting,Illusion casting;,Nano-active blood,Nano-active blood;,Possesses multiple brains,Skilled marksman}",20,1,7402,5,19,"{Charlie-Cluster 7}","{Human Mutant,Sentinel hybrid}","Fantomex","{Super-Sentinels,Weapon Plus,Weapon Plus Program,X-Force,X-Men}","http://marvel.com/characters/669/fantomex","https://en.wikipedia.org/wiki/Fantomex"
"{Dr. Farley Stillwell}","{Stan Lee,Steve Ditko}","Farley Stillwell is a fictional scientist in the Marvel Comics universe.",,,"Farley Stillwell","{}","{Scientific genius}",0,0,262,0,0,"{}","{Human}","Farley Stillwell","{}",,"https://en.wikipedia.org/wiki/Farley_Stillwell"
"{Fasaud}","{John Buscema,Steve Englehart}","Fasaud (Sheikh Farouk Al-Fasaud), is a fictional character appearing in the comic books published by Marvel Comics.",,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Fasaud_2.jpg/200px-Fasaud_2.jpg","Fasaud","{}","{Electrical manipulation,Intangibility,Teleportation}",0,0,148,0,0,"{Sheikh Farouk Al-Fasaud}","{}","Fasaud","{}",,"https://en.wikipedia.org/wiki/Fasaud"
"{Amy Johnson,Fatale,Pamela Greenwood}","{Brandon Peterson,Jeff Matsuda,John Francis Moore,Scott Lobdell}","Fatale is a fictional comic book supervillain who appears in books published by Marvel Comics, usually those featuring the X-Men family of characters.",,,"Fatale","{}","{Depowered,Invisibility,Light-alteration,Teleportation}",0,0,562,0,0,"{}","{Mutant}","Fatale","{Brotherhood,Brotherhood of Mutants,Dark Descendants,X-Cell}",,"https://en.wikipedia.org/wiki/Fatale_(comics)"
"{Scarlet Spider}","{Pat Olliffe,Tom DeFalco}","Felicity Hardy, also known as the third Scarlet Spider, is a fictional character who appears in the Marvel Comics's alternate future MC2 series Spider-Girl.",,"https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Spg46.jpg/250px-Spg46.jpg","Felicity Hardy","{}","{Gymnast,Skilled martial artist,Sonic blasts}",0,0,770,0,0,"{Felicity Hardy}","{}","Felicity Hardy","{}",,"https://en.wikipedia.org/wiki/Felicity_Hardy"
"{Andrea von Strucker,Andreas von Strucker,Baron Strucker,Fenris,Swordsman}","{Chris Claremont,John Romita Jr.,John Romita, Jr.}","Andrea von Strucker and Andreas von Strucker are two fictional characters from the Marvel Comics universe.",,,"Fenris","{}","{Flight,Force blasts,Hand-to-hand combatant,Phenomenal acrobat,Sword usage}",0,0,1573,0,0,"{Andrea von Strucker,Andrea von Strucker (female),Andreas von Strucker,Andreas von Strucker (male)}","{Mutant}","Fenris","{Assembly of Evil,Thunderbolts}",,"https://en.wikipedia.org/wiki/Fenris_(comics)"
"{Fenris Wolf}","{Jack Kirby,Stan Lee}","The Fenris Wolf is a fictional character appearing in American comic books published by Marvel Comics.",,"https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Cover_of_Warriors_Three-3.jpg/250px-Cover_of_Warriors_Three-3.jpg","Fenris Wolf","{}","{}",0,0,803,0,0,"{}","{}","Fenris Wolf","{}",,"https://en.wikipedia.org/wiki/Fenris_Wolf_(Marvel_Comics)"
"{Feral}","{Fabian Nicieza,Rob Liefeld}","Feral (Maria Callasantos) is a fictional character that appears in Marvel Comics.",,"https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Feral01.jpg/193px-Feral01.jpg","Feral","{}","{Agility,Enhanced senses,Fangs,Fangs and,Feline,Feline appearance,Healing factor,Prehensile,Prehensile tail,Sharp claws,Tail}",0,0,3392,0,0,"{Maria Callasantos}","{Human ;,formerly human mutant}","Feral","{Hellions,Morlocks,Mutant Liberation Front,New Hellions,New Mutants,Selene,Selene's undead mutants army,X-Corporation,X-Force}",,"https://en.wikipedia.org/wiki/Feral_(comics)"
"{Executioner,Feron}","{Alan Davis}","Feron is a fictional comic book superhero who appears in books published by the American publisher Marvel Comics, usually those featuring the British superhero team Excalibur, of which he is a former member.",,,"Feron","{}","{Levitation,Magic user}",0,0,717,0,0,"{Feron}","{}","Feron","{Crazy Gang,Excalibur,The Crazy Gang}",,"https://en.wikipedia.org/wiki/Feron"
"{Fever Pitch}","{Jay Faerber,Terry Dodson}","Fever Pitch is a fictional villain created by Marvel comics as a member of the second incarnation of the mutant terrorist organization Gene Nation and later as a member of X-Corps.",,,"Fever Pitch","{}","{Fire bursts,Flight}",0,0,422,0,0,"{}","{Mutant}","Fever Pitch","{Brotherhood of Mutants,Gene Nation,Morlocks,The 198,X-Corps}",,"https://en.wikipedia.org/wiki/Fever_Pitch_(comics)"
"{The Fin}","{}","For the British comic strip character, see Finn (comics).The Fin is the name of two characters from Marvel Comics.",,"https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Fin-comics.jpg/250px-Fin-comics.jpg","Fin","{}","{Speed,Stops aging process,Superhuman strength,Underwater adaptation}",0,0,611,0,0,"{Peter Noble}","{}","Fin","{Fifty State Initiative,Initiative,Invaders,United States Navy}",,"https://en.wikipedia.org/wiki/Fin_(comics)"
"{Fin Fang Foom,He Whose Limbs Shatter Mountains,He Whose Limbs Shatter Mountains and Whose Back Scrapes the Sun,Whose Back Scrapes the Sun}","{Jack Kirby,Stan Lee}","Fin Fang Foom is a fictional character appearing in American comic books published by Marvel Comics.",,"http://i.annihil.us/u/prod/marvel/i/mg/a/60/4ce59fc647d58/standard_xlarge.jpg","Fin Fang Foom","{}","{Acid mist breath,Extreme durability,Gifted intellect,Prolonged lifespan,Superhuman strength,Telepathy}",10,0,3800,8,10,"{}","{}","Fin Fang Foom","{Beyond Reason Spiritual Fellowship,Dragon Lords of Kakaranathara,Fin Fang Foom,Fin Fang Four}","http://marvel.com/characters/3426/fin_fang_foom","https://en.wikipedia.org/wiki/Fin_Fang_Foom"
"{Finesse}","{}","Finesse is a fictional character appearing in comic books from Marvel Comics.",,,"Finesse","{}","{Eidetic memory,Photographic reflexes}",0,0,637,0,0,"{Jeanne Foucault}","{}","Finesse","{Avengers Academy}",,"https://en.wikipedia.org/wiki/Finesse_(comics)"
"{Firebird,La Espirita}","{Bill Mantlo,Sal Buscema}","Firebird (Bonita Juarez), is a fictional pyrokinetic character that has appeared in various comic book series published by Marvel Comics.",,"http://i.annihil.us/u/prod/marvel/i/mg/8/30/4c0035b0a7de0/standard_xlarge.jpg","Firebird","{}","{Demonic magic,Flight,Immunity to poison,Limited,Limited precognition,Precognition,Pyrokinesis,Radiation}",27,2,1351,8,25,"{Bonita Juarez}","{}","Firebird","{Avengers,Avengers West Coast,Rangers,West Coast Avengers}","http://marvel.com/characters/693/firebird","https://en.wikipedia.org/wiki/Firebird_(Marvel_Comics)"
"{Firebrand}","{Archie Goodwin,Don Heck,Kurt Busiek,Sean Chen}","Firebrand is the codename of different fictional supervillains in the Marvel Comics universe.",,"https://upload.wikimedia.org/wikipedia/en/9/96/Firebrand_001.jpg","Firebrand","{}","{Flight via flying jets,Powered armor,Resistance to fire,Superhuman strength}",0,0,844,0,0,"{Gary Gilbert,Richard L. Dennison,Rick,Russ Broxtel}","{Human Mutate}","Firebrand","{Force of Nature,Masters of Evil,Terra Tactics,The Flaming Sword}",,"https://en.wikipedia.org/wiki/Firebrand_(Marvel_Comics)"
"{Firelord,Nova Centurion}","{Gerry Conway,John Buscema}","Firelord (Pyreus Kril) is a character in the fictional Marvel Universe.",,"http://x.annihil.us/u/prod/marvel/i/mg/9/b0/4ce59fd314c38/standard_xlarge.jpg","Firelord","{}","{Durability,Flight,Power cosmic,Reflexes,Staff,Superhuman strength,Use of,Use of power cosmic,Wields a flaming staff}",24,1,1877,14,24,"{Pyreus Kril}","{}","Firelord","{Annihilation,Galactus,Heralds of Galactus,Nova Corps,United Front}","http://marvel.com/characters/701/firelord","https://en.wikipedia.org/wiki/Firelord_(comics)"
"{Firepower}","{Bob Layton,David Michelinie,Mark Bright}","Firepower is the name of two Marvel Comics supervillains.",,"https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Firepower_supervillain.jpg/250px-Firepower_supervillain.jpg","Firepower","{}","{}",0,0,1324,0,0,"{Jack Taggert}","{}","Firepower","{}",,"https://en.wikipedia.org/wiki/Firepower_(comics)"
"{Angel Jones,Angelica Jones,His Amazing Friends,Spider-Man}","{Christy Marx,Dan Spiegle,Dennis Marks,John Romita Sr.,John Romita, Sr.,Rick Hoberg}","Firestar (Angelica 'Angel' Jones) is a fictional mutant superheroine in the Marvel Comics Universe.",,"http://i.annihil.us/u/prod/marvel/i/mg/7/03/526032b8247e8/standard_xlarge.jpg","Firestar","{}","{Flight}",82,4,4935,32,97,"{Angel,Angelica Jones}","{Mutant}","Firestar","{Avengers,Hellions,New Warriors,The 198,X-Men,Young Allies,Young Allies (Heroic Age)}","http://marvel.com/characters/703/firestar","https://en.wikipedia.org/wiki/Firestar"
"{Fixer,Mr. Fix,Ogre,Techno}","{Jack Kirby,Stan Lee}","The Fixer is the name of two different characters in Marvel Comics.",,"https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Fixer_%28comics%29.png/250px-Fixer_%28comics%29.png","Fixer","{Mentallo}","{Electronics,Mechanical genius,Robotic body}",0,0,1481,0,0,"{Paul Norbert Ebersol}","{}","Fixer","{Advanced Idea Mechanics,Commission on Superhuman Activities,Features of the Marvel Universe,HYDRA,Hydra,Masters of Evil,New Enforcers,Redeemers,Thunderbolts}",,"https://en.wikipedia.org/wiki/Fixer_(comics)"
"{Fixx,Jane Doe}","{Howard Mackie}","Fixx is a fictional mutant character in the Marvel Comics Universe from an alternate future.",,"https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Fixx.jpg/200px-Fixx.jpg","Fixx","{}","{Psionic energy sprites}",0,0,388,0,0,"{Unknown}","{Mutant}","Fixx","{X-Factor,Xavier's Security Enforcers,Xavier's Underground Enforcers}",,"https://en.wikipedia.org/wiki/Fixx"
"{Flag-Smasher,actual identities the character uses}","{Mark Gruenwald,Paul Neary}","The Flag-Smasher is the name used by two fictional supervillains appearing in the Marvel Comics universe.",,"https://upload.wikimedia.org/wikipedia/en/c/ca/FlagSmasherMarvel.jpg","Flag-Smasher","{}","{Ultimatum}",0,0,1593,0,0,"{Karl Morgenthau}","{Human}","Flag-Smasher","{Features of the Marvel Universe,ULTIMATUM}",,"https://en.wikipedia.org/wiki/Flag-Smasher"
"{Agent Venom,Flash Thompson,Venom}","{Stan Lee,Steve Ditko}","Flash Thompson was the high school bully of Peter Parker while also being one of Spider-Man's biggest fans. After losing his legs during military service, he became the new Venom, working as an operative of the United States government.",,"http://i.annihil.us/u/prod/marvel/i/mg/7/80/5269668c7d5df/standard_xlarge.jpg","Venom (Flash Thompson)","{}","{Agility,Alien symbiote,Camouflage,Endurance,Immunity to spider sense,Limited shapeshifting,Organic webbing,Placing it in his venom,Reflexes,Superhuman strength,Trained marksman}",49,1,28473,11,53,"{Eugene Thompson,Flash}","{}","Venom","{Guardians of the Galaxy,Guardians of the Galaxy (2008 team),Secret Avengers,Thunderbolts,United States Army}","http://marvel.com/characters/63/venom","https://en.wikipedia.org/wiki/Flash_Thompson"
"{Flashfire,Tempest}","{Chris Claremont,Dave Cockrum}","Flashfire is a fictional character in the Marvel Universe.Flashfire, also known as Tempest, is a long-time member of the Shi'ar Imperial Guard.",,,"Flashfire","{}","{Energy bolts}",0,0,252,0,0,"{Grannz}","{}","Flashfire","{Imperial Guard}",,"https://en.wikipedia.org/wiki/Flashfire_(comics)"
"{2-D Avenger,Flatman}","{John Byrne}","Flatman (Dr. Val Ventura) is a fictional mutant superhero appearing in American comic books published by Marvel Comics.",,"https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Flatman.PNG/222px-Flatman.PNG","Flatman","{}","{Elasticity,Flat body,Origami shapeshifting}",0,0,1106,0,0,"{Val Ventura}","{Mutant}","Flatman","{Great Lakes Avengers}",,"https://en.wikipedia.org/wiki/Flatman_(comics)"
"{Flex}","{Anthony Winn,Steven T. Seagle}","Flex (Adrian Corbo) is a fictional character, a superhero in the Marvel Comics universe.",,,"Flex","{}","{}",0,0,191,0,0,"{Adrian Corbo}","{Mutant}","Flex","{Alpha Flight,Beta Flight,Department H,Features of the Marvel Universe}",,"https://en.wikipedia.org/wiki/Flex_(comics)"
"{Flipside}","{}","Flipside is a fictional android and enemy of Spider-Man 2099 featured in Marvel Comics' 2099 imprint.",,"https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Flipside_%28Spider-Man_2099%29.jpg/250px-Flipside_%28Spider-Man_2099%29.jpg","Flipside","{}","{Power mimicry}",0,0,369,0,0,"{Flipside}","{}","Flipside","{}",,"https://en.wikipedia.org/wiki/Flipside_(comics)"
"{Flux}","{Paul Jenkins,Ron Garney}","Flux is a fictional character appearing in American comic books published by Marvel Comics.",,,"Flux","{}","{Durability,Stamina,Superhuman strength}",0,0,517,0,0,"{Benjamin Tibbits,Benny}","{}","Flux","{}",,"https://en.wikipedia.org/wiki/Flux_(comics)"
"{Flyer}","{Chris Matonti,J.D. Matonti,Julia Coppola}","Flyer (Jude Jackson) is a fictional character, a superhero that appears in theNEW-GEN comic books published by Marvel Comics.",,"https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Flyer_new_gen.jpg/250px-Flyer_new_gen.jpg","Flyer (New-Gen)","{}","{Flight via leathery wings}",0,0,57,0,0,"{Jude Jackson}","{Human}","Flyer","{A.P.N.G,A.P.N.G., Gabriel,Gabriel}",,"https://en.wikipedia.org/wiki/Flyer_(New-Gen)"
"{Flying Tiger}","{Bob Wiacek,Chris Claremont,Steve Leialoha}","Flying Tiger is a fictional Marvel Comics supervillain.",,,"Flying Tiger","{}","{}",0,0,165,0,0,"{}","{}","Flying Tiger","{Masters of Evil}",,"https://en.wikipedia.org/wiki/Flying_Tiger_(Marvel_Comics)"
"{(II) Ian Byrd,(III)Miles Fish,Foolkiller,Gregory Ross Curtis,Ian Byrd,Miles Fish}","{Gregg Hurwitz,J.J. Birch,Jim Mooney,Steve Gerber,Val Mayerik}","The Foolkiller is a fictional character appearing in the Marvel Comics universe.",,,"Foolkiller","{}","{Purification gun}",0,0,1072,0,0,"{(I) Ross G. Everbest,(II) Greg Salinger,(III) Kurt Gerhardt,(IV) Mike Trace,Greg Salinger,Kurt Gerhardt,Mike Trace,Ross G. Everbest}","{}","Foolkiller","{Mercs for Money}",,"https://en.wikipedia.org/wiki/Foolkiller"
"{Forbush Man}","{Jack Kirby,Stan Lee}","Forbush Man (spelled Forbush-Man in his early appearances), is a fictional character published by Marvel Comics.",,,"Forbush Man","{}","{Forbush vision}",0,0,495,0,0,"{Irving Forbush}","{}","Forbush Man","{The New Paramounts}",,"https://en.wikipedia.org/wiki/Forbush_Man"
"{Carl Walker,Force,Taylor}","{Don Heck,Steve Gerber}","Force is a fictional character that appears in comic books published by Marvel Comics.",,"https://upload.wikimedia.org/wikipedia/en/thumb/5/58/IronMan-224.jpg/250px-IronMan-224.jpg","Force","{}","{Enhanced strength,Flight,Force field projection}",0,0,416,0,0,"{Clayton Wilson}","{}","Force","{}",,"https://en.wikipedia.org/wiki/Force_(comics)"
"{Forearm,Michael McBride}","{Louise Simonson,Rob Liefeld}","Forearm (Michael McCain) is a fictional mutant villain in the Marvel Comics universe.",,,"Forearm","{}","{Physical resistance,Stamina,Superhuman strength,Two additional arms}",0,0,301,0,0,"{Michael McCain}","{Mutant}","Forearm","{Mutant Liberation Front}",,"https://en.wikipedia.org/wiki/Forearm_(comics)"
"{Foreigner,Kris Keating}","{Peter David}","The Foreigner is a fictional comic book supervillain in the Marvel Comics universe.",,"https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/SpideyForeigner209.jpg/200px-SpideyForeigner209.jpg","Foreigner","{}","{Master assassin,Minor hypnotic abilities,Peak physical condition}",0,0,546,0,0,"{}","{}","Foreigner","{1400,1400 Club}",,"https://en.wikipedia.org/wiki/Foreigner_(comics)"
"{Forge,Genesis,The Maker}","{Chris Claremont,John Romita Jr.}","Forge is a fictional superhero appearing in American comic books published by Marvel Comics, most commonly in association with the X-Men.",,"http://x.annihil.us/u/prod/marvel/i/mg/a/90/5269585071503/standard_xlarge.jpg","Forge","{}","{Genius-level intelligence,Skilled marksmanship}",121,7,5133,33,131,"{}","{Mutant}","Forge","{United States Army,X-Corporation,X-Factor,X-Force,X-Men}","http://marvel.com/characters/720/forge","https://en.wikipedia.org/wiki/Forge_(comics)"
"{Atlas,Dragon-Slayer,Forgotten Nemesis,Gilgamesh,Hercules,Hero,Samson,others unrevealed}","{Jack Kirby}","The Forgotten One (also known as Hero and Gilgamesh) is a superhero in the Marvel Comics universe.",,"http://x.annihil.us/u/prod/marvel/i/mg/8/70/4c002f332fb1f/standard_xlarge.jpg","Forgotten One","{}","{Agility,Durability,Flight,Healing factor,Immunity to disease,Optic blasts,Reflexes,Regenerative,Repressed aging,Stamina,Superhuman strength}",0,0,1258,0,0,"{}","{}","Forgotten One","{Avengers,Eternals}","http://marvel.com/characters/721/forgotten_one","https://en.wikipedia.org/wiki/Forgotten_One_(comics)"
"{Foundry}","{}","Foundry is a fictional character in the Marvel Comics Universe.",,"https://upload.wikimedia.org/wikipedia/en/a/a3/Foundry-marvel.jpg","Foundry","{}","{Fires eyeblasts}",0,0,189,0,0,"{unknown}","{}","Foundry","{Mandarin's Avatars,Mandarin's Avengers}",,"https://en.wikipedia.org/wiki/Foundry_(comics)"
"{Foxbat}","{Chris Claremont,Jim Lee,Whilce Portacio,and Whilce Portacio}","Foxbat is a comic book supervillain in the Marvel Comics Universe created by Chris Claremont.",,"https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Foxbat.JPG/150px-Foxbat.JPG","Foxbat","{}","{}",0,0,248,0,0,"{}","{}","Foxbat","{Dark Riders,Inhuman,Inhumans,Nazgûl}",,"https://en.wikipedia.org/wiki/Foxbat_(comics)"
"{Foxfire,actual identities the character uses}","{Mark Gruenwald}","Foxfire is a fictional character from Marvel Comics' original Squadron Supreme series.",,,"Foxfire","{}","{}",0,0,322,0,0,"{Olivia Underwood}","{}","Foxfire","{America Redeemers,Institute of Evil,Redeemers,Squadron Supreme}",,"https://en.wikipedia.org/wiki/Foxfire_(comics)"
"{Frank Drake}","{Gene Colan,Gerry Conway}","Frank Drake is a fictional character appearing in publications from Marvel Comics, most notably the Tomb of Dracula series created by Gerry Conway.Frank Drake was a direct descendant of Count Dracula, resulting from one of Dracula's wives prior to him becoming a vampire.",,,"Frank Drake","{}","{}",0,0,779,0,0,"{Frank Drake}","{}","Frank Drake","{Midnight Sons,Nightstalkers}",,"https://en.wikipedia.org/wiki/Frank_Drake_(comics)"
"{Adam,Frankenstein,Frankenstein's Monster}","{Joe Maneely,Stan Lee}",,,"http://x.annihil.us/u/prod/marvel/i/mg/a/00/4d78fbb55546e/standard_xlarge.jpg","Frankenstein's Monster","{}","{Stamina,Superhuman strength}",5,1,1156,2,7,"{}","{}","Frankenstein's Monster","{Legion of the Unliving}","http://marvel.com/characters/3425/frankensteins_monster","https://en.wikipedia.org/wiki/Frankenstein%27s_Monster_(Marvel_Comics)"
"{Avatar,Ego-Spawn,Franklin,Franklin Benjamin,Franklin Richards,Richard Franklin,Richards,Tattletale}","{Jack Kirby,Stan Lee}","The son of Reed Richards and Susan Storm of the Fantastic Four, Franklin may one day be the most powerful person on Earth. Right now, he's the son of a genius who finds adventure and fun around every corner.",,"http://x.annihil.us/u/prod/marvel/i/mg/f/00/535fedbaaf234/standard_xlarge.jpg","Franklin Richards","{}","{Manipulation,Molecular alteration,Precognition,Psionic powers,Psychokinesis,Reality warping,Telekinesis,Telepathy}",33,3,14428,23,41,"{Franklin Benjamin Richards}","{Mutant}","Franklin Richards","{Daydreamers,Fantastic Force,Fantastic Four,Future Foundation,Generation X,Power Pack}","http://marvel.com/characters/2705/franklin_richards","https://en.wikipedia.org/wiki/Franklin_Richards"
"{Freakshow}","{Chris Claremont}","Freakshow is a fictional character created by Chris Claremont for Marvel comics' second installment of the series Excalibur.",,"https://upload.wikimedia.org/wikipedia/en/b/b8/Freakshow-by-Aaron-Lopresti.jpg","Freakshow","{}","{}",0,0,237,0,0,"{}","{Mutant}","Freakshow","{Excalibur,Genoshan Excalibur}",,"https://en.wikipedia.org/wiki/Freakshow_(comics)"
